clip_id,scene,shot,clip_of,seconds,location,prompt
S03-3I,3,3I,1/1,8,LOC-03 / LOC-10,"MS/WS, low, Arjun's POV up to the walkway, 40mm, locked-off, no camera movement. Kira on the walkway above, weighing the stolen brass regulator, entirely unashamed; delivers her two lines and vanishes. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. late afternoon, monsoon rain, wind 30km/h. Light: backlit grey, LED strings. Effect: rain. Audio: her voice carrying over the market. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S03-3J,3,3J,1/1,5,LOC-03 / LOC-10,"CU, eye, 75mm, very slow push. Arjun in the rain — and the corner of his mouth moves. First almost-smile in twelve years. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. late afternoon, monsoon rain, wind 30km/h. Light: soft grey, one warm LED kick on the left cheek. Audio: market fades slightly; a single warm note enters the score. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S03-3K,3,3K,1/1,7,LOC-03 / LOC-10,"WS, high, 32mm, slow crane up. Every strung screen in the market cuts to an AUTHORITY BULLETIN: CARRIER SWEEP — SECTOR NINE — COMPLIANCE IS PROTECTION. The market's noise halves. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below, intercut with a corrugated rooftop kite-field high above the Stiltway: a red water-tank, antenna masts, laundry lines, pigeon coops. late afternoon, monsoon rain, wind 30km/h. Light: screens now the brightest thing in frame, cyan cast. Effect: screen comps ×20. Audio: a hard institutional chime; the crowd goes quiet in a wave. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4A,4,4A,1/1,6,LOC-03,"WS, low, 25mm, locked-off, no camera movement. Six grey Kestrel skiffs drop onto the market deck through the rain, twin fans blasting water horizontally, tarpaulins tearing loose. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: skiff landing lights as hard cyan key; market practicals blown sideways. Effect: CG skiffs, rotor wash sim, debris. Audio: twin-fan howl, water blast, canvas tearing. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4B,4,4B,1/1,8,LOC-03,"MS, low hero angle, then dropped to eye, 40mm, steadicam follow. Riya steps off skiff #6, gloves, bun, water running off the shoulder cape; the hero angle deliberately collapses to eye level as she starts speaking to civilians. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: skiff light rim, market warm fill. Effect: rain interaction. Audio: her voice calm, unamplified. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4C,4,4C,1/1,7,LOC-03,"WS, eye, 32mm, slow lateral dolly along the line. A line of civilians with wrists out, palms up, in the rain; Authority riot units clumsy in the wet, one slips. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: flat dusk grey, oxblood chevrons the only colour. Audio: rain, a baby, radio chatter. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4D,4,4D,1/1,4,LOC-03,"CU, eye, 85mm, handheld. Officer Pande's visor, breath fogging inside it, hands too tight on the Nullpin launcher. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: cyan launcher indicator underlighting the visor. Effect: visor HUD comp. Audio: his breathing amplified. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4E,4,4E,1/1,4,LOC-03,"MS, eye, 50mm, snap handheld. A fruit-seller moves suddenly; Pande fires; a Nullpin buries in the man's thigh; he screams and NO LIGHT comes out of him. Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: muzzle flash is a dull grey-blue, not a fireball. Effect: Nullpin: 18cm spike, dull matte, no glow; a grey ripple across the man's skin that finds nothing. Audio: a DESCENDING METALLIC SWALLOW, not a gunshot. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4F-a,4,4F,1/2,5,LOC-03,"MS, high, looking down, 40mm, locked-off, no camera movement. Riya kneels in the wet, cuts the pin out herself, presses the wound with her bare hand, takes Pande's launcher off him. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: low practicals, her face mostly in shadow. Effect: prosthetic wound. Audio: dialogue quiet under rain. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S04-4F-b,4,4F,2/2,5,LOC-03,"MS, high, looking down, 40mm, locked-off, no camera movement. Riya kneels in the wet, cuts the pin out herself, presses the wound with her bare hand, takes Pande's launcher off him. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: low practicals, her face mostly in shadow. Effect: prosthetic wound. Audio: dialogue quiet under rain. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S04-4G,4,4G,1/1,8,LOC-03,"WS, eye, over Riya's shoulder, 50mm, slow arc. Riya stands and scans the crowd — the camera arcs past a man in a grey coat, face wrapped, hands in pockets, two metres away, not breathing. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: dusk grey, string lights bokeh. Audio: everything drops out except rain for 2 seconds. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4H,4,4H,1/1,4,LOC-03,"ECU, eye, 135mm, locked-off, no camera movement. Riya's eyes catch on something. Almost registers. A radio call pulls her away. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: one cyan skiff-light rake across her eyes. Audio: radio breaks the silence. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S04-4I,4,4I,1/1,5,LOC-03,"CU, low, behind, 85mm, handheld. Arjun walks. Both fists come out of his pockets and they are visibly shaking. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Stiltway — nine towers of stacked shipping containers and bamboo scaffold linked by rope walkways, saffron and teal tarpaulins, LED string lights, grey monsoon water below. dusk, rain. Light: backlit by string lights, face in shadow. Audio: rain; his heartbeat rising in the mix. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S05-5A,5,5A,1/1,8,LOC-04,"WS, wide, slightly high, 25mm, slow push in. The L of welded containers: index-card wall, fishless aquarium glowing green, x-ray film curtain, Arjun in the repurposed dental chair, Meera working at his C7 with a soldering iron. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: Ward 12, a clinic of three welded shipping containers: a dental chair, pegboard walls of brass instruments, a wall of ten thousand index cards, a fishless aquarium glowing green. night, rain on steel roof. Light: two hard 5600K surgical lamps, one warm desk lamp, green aquarium glow. Audio: rain on steel roof, solder hiss. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
